term,idf
биографический,4.605170
биографическия,2.813411
биография,2.659260
биодизель,4.605170
биоинформатика,4.605170
биокомпьютер,4.605170
биокоррозия,4.605170
биолог,3.912023
биологический,2.120264
биологическия,3.912023
биологическои,2.995732
биология,2.813411
биомасса,4.605170
биомедгиз,4.605170
биометрический,4.605170
биометрическои,4.605170
бионический,4.605170
биономия,4.605170
биоокисление,4.605170
биоосаждение,4.605170
биопереработка,4.605170
биопотенциал,4.605170
биоробот,4.605170
биосистема,4.605170
биосорбция,4.605170
биостатистика,4.605170
биосфера,4.605170
биота,4.605170
биотелеметрия,4.605170
биотехнический,4.605170
биотехнология,3.912023
биотический,4.605170
биоток,4.605170
биотопливо,4.605170
биохимическия,4.605170
биохимия,4.605170
биоценоз,4.605170
биоэкология,4.605170
биоэлектрический,4.605170
биоэлектроника,4.605170
бипланный,4.605170
биполярный,3.912023
бирд,4.605170
бирдцелла,4.605170
биржа,4.605170
бирманский,4.605170
бирмингем,4.605170
бис,3.912023
бисмарк,4.605170
бит,3.218876
битва,3.218876
битер,4.605170
битный,4.605170
битона,4.605170
битум,4.605170
битуминозный,4.605170
бить,4.605170
бифилярный,4.605170
бич,4.605170
бк,3.912023
бл,4.605170
благо,2.813411
благодарность,4.605170
благодаря,0.967584
благополучие,4.605170
благоприятныи,4.605170
благоприятствовать,4.605170
благородноя,3.912023
благородный,4.605170
благословлять,4.605170
благосостояние,3.506558
благотворительный,4.605170
благоустроиства,4.605170
благоустроиство,4.605170
блазонироваться,4.605170
блати,4.605170
бледнотик,4.605170
блез,3.912023
блеск,4.605170
блестяще,4.605170
блестящий,4.605170
ближаиш,3.912023
ближаишеть,4.605170
ближаишея,2.995732
ближаишие,2.995732
ближаишимь,4.605170
ближаиших,4.605170
ближаишуя,4.605170
ближнея,3.912023
ближний,2.207275
близ,2.659260
близкиа,3.912023
близкий,1.560648
близко,2.120264
близкодеиствие,4.605170
близкои,4.605170
близкорасположенный,4.605170
близлежащий,3.218876
близость,3.218876
блик,4.605170
блио,4.605170
блисса,4.605170
блистер,4.605170
блок,1.309333
блокировать,3.506558
блокировка,3.506558
блокнот,4.605170
блоупаип,4.605170
блохинец,4.605170
блудодеиство,4.605170
блуждавшия,4.605170
блуждающий,3.912023
блэк,4.605170
блюдо,3.912023
блюдов,4.605170
бляуофен,4.605170
бм,4.605170
бмп,3.912023
боб,4.605170
бобков,4.605170
бобовый,4.605170
бобров,4.605170
бобровыя,4.605170
бовыкин,4.605170
бог,2.407946
богаевския,4.605170
богарный,4.605170
богатеишие,4.605170
богатеть,4.605170
богатой,2.995732
богатство,3.506558
богатый,2.407946
богатырский,4.605170
богданов,3.506558
богиня,4.605170
боголюбов,3.218876
богоматерь,4.605170
богомолов,4.605170
богослов,3.912023
богословие,3.506558
богословскои,3.912023
богослужебноя,3.912023
богослужебный,4.605170
богослужение,3.912023
боднер,4.605170
боевик,4.605170
боевои,3.218876
боевой,2.120264
боеголовкой,4.605170
боеприпасы,3.912023
божественный,2.995732
божество,3.912023
божиеи,4.605170
божий,3.912023
божьеи,4.605170
боз,4.605170
бозон,3.506558
боика,4.605170
боико,4.605170
боиль,4.605170
боинг,3.912023
бой,2.995732
бок,3.506558
боковой,2.120264
боксит,4.605170
бокщанин,4.605170
болванка,4.605170
болг,4.605170
болгария,3.506558
болгарский,3.912023
болгарския,4.605170
болдуин,4.605170
болдырев,3.912023
болевои,4.605170
болевой,4.605170
более,0.186330
болезнея,4.605170
болезнь,2.995732
болеслав,4.605170
болеть,4.605170
боливия,4.605170
болид,4.605170
болотистоя,4.605170
болотныи,4.605170
болото,4.605170
болт,2.995732
болтанка,4.605170
болтовой,4.605170
болтон,3.912023
болтянский,4.605170
боль,3.506558
больница,3.912023
больной,3.912023
больноя,4.605170
больцман,3.218876
большаков,4.605170
больше,0.843970
большевик,3.506558
большевистский,4.605170
большея,1.660731
больший,1.427116
большинство,0.673345
большия,2.813411
большой,0.127833
большоя,0.562119
бом,3.912023
бомба,4.605170
бомбардировочный,4.605170
бомбардировщик,3.506558
бомон,4.605170
бомонт,4.605170
бонга,4.605170
бонго,4.605170
бонд,4.605170
бондаренко,4.605170
бонесса,4.605170
бонч,4.605170
бор,3.506558
боргман,3.912023
борец,4.605170
боржоми,4.605170
боринья,4.605170
борис,3.506558
борисов,4.605170
борисфен,4.605170
боричевския,4.605170
борн,3.912023
боровския,4.605170
бородин,4.605170
борозда,4.605170
бороздин,4.605170
бороться,3.218876
борт,2.995732
бортинженер,4.605170
бортовой,2.659260
борщевик,4.605170
борьба,1.966113
борьбоя,3.912023
босворт,4.605170
босния,4.605170
